danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,names
0.779,0.854,-5.364,0.0421,0.066,0,0.11,0.899,123.984,6tMZeoE5tmQTiU56dMi94Y,194200,1.000 Meilen weit
0.66,0.461,-11.4,0.0332,0.0672,5.45e-05,0.0783,0.399,90.461,3iw1JR1FrFOIxfLFLokJWd,113275,1000 Lieder
0.598,0.448,-6.312,0.0232,0.162,0,0.106,0.168,95.009,1sYXKA5vprERFBg2fLmQBs,263400,Perfect
0.741,0.75,-5.954,0.0315,0.159,1.49e-05,0.117,0.887,124.055,2J3JS2mHGc0mmfHmMPSUgK,216533,1000 und 1 Nacht (Zoom)
0.455,0.67,-9.237,0.0617,0.076,0,0.986,0.521,142.146,7cBglI3zCDS0wBPFedWCfW,301133,Römer am Ende Roms - Live
0.436,0.777,-9.738,0.0424,0.012,0.016,0.829,0.726,151.568,4moMq8B4aaj15vnN8ZNNIv,165627,Korn & Sprite - Live
0.526,0.327,-9.725,0.03,0.235,0.0002,0.244,0.188,79.974,2VrbFt2iyQFC7cccYWjYgf,303160,1000 Tage
0.884,0.24,-9.916,0.0587,0.63,0,0.14,0.644,123.177,0LFXmMtJCzgNozXmU7qasr,172001,Banana Boat Song
0.712,0.259,-10.109,0.0573,0.144,0.00136,0.0638,0.198,81.987,5wMaWLUV9vvySj33u5tgL7,134547,Rolling in the Deep
0.317,0.913,-7.511,0.149,0.211,0.029,0.94,0.303,96.426,5LE1QigyAmwroexZ7iB2hp,221187,Avicii - Live
0.603,0.185,-11.844,0.0362,0.809,0.0078,0.119,0.217,126.941,77llmqgXBS3xPQyUZ6KoPu,352427,Bohemian Rhapsody
0.474,0.862,-7.578,0.0511,0.197,0.00141,0.223,0.718,188.706,7qdYR6lQUzL1VKVW1Kl8dX,228364,I'm so Excited
0.348,0.709,-3.606,0.0343,0.0668,0,0.351,0.553,175.224,24bwzu9THQc3CVUSa31bOr,216787,100.000 Lieder
0.892,0.656,-5.585,0.0409,0.0124,4.09e-06,0.0488,0.93,117.004,1O4gRlaprDQFz6Oc3s92w4,243033,Sexyback
0.584,0.582,-8.683,0.0346,0.0212,0.337,0.151,0.763,107.685,0ShDxHlcwquXAQ2SRmnBhi,57000,"Thema aus ""ZDF Hitparade"""
0.83,0.668,-5.171,0.0541,0.435,0,0.0875,0.521,124.967,6Vy2Hxn8XErS6y8Qh3n0KC,219067,1000 und 1 Nacht (Zoom) - Newly Recorded 2015
0.414,0.418,-11.273,0.0294,0.0411,0,0.668,0.428,108.441,1rafpMpn8Sit9EbqwhMYy1,162450,California Dreamin'
0.696,0.788,-8.747,0.205,0.0996,0,0.0942,0.698,134.959,0fS4NOe5U0M6jYqS1I64r7,161778,1000 Sterne
0.515,0.815,-8.334,0.0493,0.0147,0.000106,0.0395,0.965,164.728,5GvofJ14ERSAksJuOHNCQF,140614,Let's Twist Again
0.758,0.712,-6.569,0.0558,0.778,0.149,0.109,0.452,126.025,3a0xqenkIB1JDejPTpILLi,242747,1000 Sprachen
0.419,0.554,-13.329,0.184,0.629,0.13,0.85,0.16,121.422,3Oje1KEdb1p9dk1O3K63UX,493333,Top Hits
0.306,0.474,-8.035,0.0308,0.532,0.507,0.124,0.506,173.182,0toCDPNLkFretg14AAw3mv,142048,Lindenstrasse
0.515,0.815,-8.334,0.0493,0.0147,0.000106,0.0395,0.965,164.728,4xBr6Uuuyi8GS31MgXN4ve,140614,Let's Twist Again
0.692,0.865,-7.86,0.0506,0.0345,0,0.0984,0.828,117.217,183rKe4EplkE5iA5gu3fJN,178200,100.000 Tonnen
0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,2XU0oxnq2qxCpomAAuJY8K,209438,Dance Monkey
0.706,0.975,-5.58,0.0651,0.0505,0.247,0.109,0.319,154.993,5Y8mnPgyb9hOJxY1M0OJdx,147895,"Dance For Me (1, 2, 3) - Stutter Techno"
0.55,0.903,-4.027,0.0928,0.00183,0,0.359,0.506,150.142,28qkNp9shSV8AQrBwxZf48,241000,Dance with Somebody - Radio Version
0.671,0.845,-4.93,0.048,0.0207,0,0.329,0.775,110.056,1vYXt7VSjH9JIM5oRRo7vA,176579,Dance The Night - From Barbie The Album
0.636,0.871,-5.797,0.47,0.446,0,0.473,0.23,87.45,4LCzEYKPFcd2FCOmZdVDnM,579293,Dance With The Devil
0.554,0.841,-5.353,0.101,0.00465,1.15e-05,0.258,0.533,150.253,0t8h41n20K1BkByBDqWAoN,317867,Dance with Somebody
0.824,0.587,-6.401,0.0937,0.69,0.000105,0.149,0.514,98.029,2N8m6CYs74qQO4mjVcXO30,209438,Dance Monkey
0.671,0.845,-4.93,0.048,0.0207,0,0.329,0.775,110.056,11C4y2Yz1XbHmaQwO06s9f,176579,Dance The Night
0.666,0.627,-8.356,0.485,0.174,0,0.353,0.493,85.487,6b2vkaiDawOcupyDxNNCba,192453,Dancehall Caballeros
0.822,0.739,-4.541,0.0311,0.0264,4.28e-05,0.181,0.745,118.99,1dzQoRqT5ucxXVaAhTcT0J,241933,Just Dance
0.822,0.746,-4.963,0.0665,0.316,0.0542,0.143,0.298,128.06,6iZNerKaMbtDYsy9n6cKId,236250,Dance Dance Dance With My Hands Hands Hands (Bloody Mary)
0.621,0.961,-3.198,0.154,0.00523,0,0.0854,0.449,114.451,0a7BloCiNzLDD9qSQHh5m7,180267,"Dance, Dance"
0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,1zi7xx7UVEFkmKfv06H8x0,173987,One Dance
0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,2tUBqZG2AbRi7Q0BIrVrEj,291293,I Wanna Dance with Somebody (Who Loves Me)
0.884,0.581,-8.813,0.0378,0.427,0.000206,0.0759,0.728,114.016,34xGLuxM0rkxhCVyMSqwJO,313684,Stolen Dance
0.599,0.802,-5.741,0.0439,0.0421,0,0.0849,0.461,149.851,0ITF27Ng5lLPyTJlQQGpo2,168000,Dance mit de Gänse
0.845,0.797,-4.984,0.139,0.0582,5.57e-06,0.167,0.422,121.985,7fZBQnc0zXwVybgCIrQQil,151475,Belly Dancer
0.698,0.24,-13.94,0.285,0.404,0.0989,0.125,0.119,77.443,0XxXIiZP0rJBS8S841UVdu,126409,dance with me
0.633,0.686,-4.493,0.0922,0.0543,0,0.56,0.442,128.888,2I5ipWaIXUknimwtJPoPYt,225205,Dance With Me
0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,5ZULALImTm80tzUbYQYM9d,209438,Dance Monkey
0.67,0.76,-6.182,0.29,0.148,0,0.206,0.751,145.091,6Rb540qgdzxxXu4u55OKQT,142420,Dance Till You're Dead
0.664,0.589,-14.415,0.0406,0.259,0.00587,0.221,0.54,102.74,2JvPJ8ydPuN2NhpH4oti6I,240800,Dance Hall Days
0.73,0.777,-5.194,0.0496,0.105,0.000486,0.0691,0.575,130.003,3C0nOe05EIt1390bVABLyN,284867,On The Floor
0.912,0.511,-6.365,0.203,0.0259,0,0.0442,0.611,101.628,6uRH1qMz30ZBwwUG0IYE5s,231800,Dance With Me
0.588,0.38,-11.879,0.0251,0.269,8.36e-06,0.0741,0.502,132.885,3mFzIFFFmEXTQs6BDAK2ZZ,280627,Dance Me to the End of Love
0.774,0.685,-5.14,0.069,0.154,0,0.391,0.587,106.982,6prqX1SW2MMH8hAOIzKQ3Z,204173,Dance For Me (Eugy X Mr Eazi)
0.619,0.696,-6.263,0.0315,1.93e-05,0.00555,0.38,0.727,125.984,4pIKFpwflOdhYNIRmPTj3E,219720,Dance Macabre
0.345,0.929,-4.469,0.142,0.00015,0.00106,0.129,0.181,155.041,10ASBwZsp7oUUDsJEYz3uS,227107,Dance With The Devil
0.603,0.982,-6.55,0.198,0.0115,0.393,0.11,0.306,154.948,4MD1o8JcULNAz85S6Ld57J,192000,Dance With The Devil (The 6th Gate) (Reinier Zonneveld Remix)
0.792,0.856,-5.236,0.067,0.0159,2.88e-06,0.0981,0.714,127.988,2xnoPV3NLescauc0ZJ1MDZ,237267,Dance Again (feat. Pitbull)
0.793,0.703,-7.176,0.0629,0.00203,0.549,0.114,0.463,124.005,0VbexUMmRVxsshn5PPqrfW,391591,Dance With Me
0.64,0.976,-5.477,0.0785,0.0299,0.277,0.34,0.55,145.022,5xrz1b5HGjX4a8eVdKnBfc,125058,Dance Therapy
0.776,0.962,-3.103,0.0394,0.238,0.0836,0.103,0.969,130.032,6q7YxzMbpUmInMoEkqlkvJ,166191,Dance With My Hands
0.726,0.67,-6.446,0.18,0.102,5.73e-06,0.151,0.313,122.039,1iObkel3ZEmeqAnOQJs5ky,152459,Dance Again
0.473,0.953,-1.254,0.486,0.0827,0.00972,0.774,0.366,126.549,6NxIh2DTIOoATFmezrHv61,91453,DERNIERE DANCE FUNK
0.751,0.712,-7.181,0.0548,0.0608,0,0.1,0.598,115.966,6NMqeF0Ssmi7d3dSUqnOFf,202509,Dance You Outta My Head
0.739,0.877,-9.295,0.134,0.0426,0.68,0.532,0.394,152.104,5CZFiISypNBa6n70FgdImp,124260,Dance To The Rhythm
0.814,0.686,-5.419,0.0994,0.15,1.68e-06,0.139,0.492,98.121,2Koh1UAgoDV3Xf97exZAMp,201093,Dance Monkey
0.606,0.982,-5.383,0.0605,0.00522,0.71,0.126,0.268,150.015,3OJENYg8GhnZnEQ5yEABB3,172800,Dance All Night
0.506,0.88,-4.711,0.0965,0.0115,0,0.0719,0.361,159.871,1dN8YYO1s6an0mb3MIWrox,177000,Dance Tonight
0.68,0.911,-5.942,0.126,0.00557,0.000565,0.13,0.373,144.909,49Z2NOWjruJtZndDsOoj0K,187655,Gonna Dance with Somebody
0.974,0.583,-5.913,0.275,0.414,0.551,0.125,0.701,110.017,4WZmlcFeIztf3LqU0BvSUh,115636,DANCE
0.766,0.548,-7.834,0.0373,0.0263,1.81e-06,0.21,0.552,122.012,6TfeXwJihJRuBW3mFpib6J,174448,DANCE
0.578,0.866,-3.804,0.0619,0.00701,0,0.257,0.619,128.038,4kbj5MwxO1bq9wjT5g9HaA,199080,Shut Up and Dance
0.667,0.51,-8.085,0.419,0.254,0,0.161,0.36,61.906,0fero8HxPhHC6Acelon3EG,160000,Dance
0.637,0.716,-8.417,0.0452,0.258,0.00108,0.144,0.432,106.978,2629kqdJQhPMqXfWz9akjF,204495,Dance Up
0.941,0.506,-12.906,0.387,0.0109,0,0.168,0.782,120.065,1K1bKbtSBiplL6YTIn6jaf,121057,Dance
0.93,0.714,-5.796,0.0913,0.00737,0.807,0.198,0.206,128.015,5Z5qYQz6ODyI8rdUb3Ebi9,218437,DANCE
0.766,0.548,-7.834,0.0373,0.0262,1.81e-06,0.21,0.551,122.009,6EJSIote7EJm4FnrysmYzt,174448,DANCE
0.725,0.84,-3.833,0.0754,0.0718,0,0.138,0.565,119.99,3D1HS330ITnaTIV1RTFJ0L,195387,Dance
0.828,0.733,-4.202,0.193,0.0129,1.64e-05,0.146,0.498,99.983,71orXxK81EIqixBScu0Jwn,187589,Dance
0.494,0.975,-4.859,0.0955,0.00368,0.875,0.0951,0.631,151.965,4CIxgvDwjSnZJQSpZSPmte,158925,Dance
0.93,0.714,-5.796,0.0913,0.00737,0.807,0.198,0.206,128.015,6weJjtutXRIgRkMC9ELbBb,218437,DANCE
0.687,0.651,-4.756,0.0419,0.00296,0.26,0.0822,0.508,119.961,1XZy2eprbATl4AnL9Fpsw1,172246,Dance Alone
0.612,0.865,-5.974,0.292,0.00447,0.209,0.0947,0.214,169.945,01RBq3IpAjpap2i77PWcmW,244235,DANCE
0.782,0.476,-10.972,0.239,0.0942,2.2e-05,0.162,0.27,135.024,2WrldKXSBVbNNm3A9vJryi,227556,Dance Now (feat. Kenny Mason)
0.458,0.986,-4.884,0.135,0.00211,0.909,0.146,0.165,144.952,1bbnRRCadgjhLPB90nklKj,179127,Dance
0.731,0.681,-6.927,0.0363,0.0314,0.013,0.379,0.491,119.019,2qLM6x94BukgCTM32zRM4r,248294,Dancer in the Dark
0.778,0.789,-4.301,0.0577,0.0819,0,0.0609,0.941,130.054,7BfSU2ya7PZtqrl48urKqG,179333,DANCE
0.903,0.828,-6.432,0.174,0.0715,0.0013,0.0622,0.912,124.947,7sYfWTa2GD1KCaLgGFmFM5,163200,DANCE!
0.801,0.609,-11.569,0.0727,0.000785,0.11,0.0751,0.831,138.218,0iD94fatV4gLMmOQhNTQx6,274160,Dance
0.678,0.765,-5.86,0.268,0.0471,0.000321,0.177,0.718,150.074,2xFBU7nUypBawVsP7TiJL0,132000,Dance with Me
0.805,0.393,-6.976,0.0339,0.717,6.56e-06,0.105,0.407,89.03,3rQmTAyMDDZ73rMyhLkn98,219034,Dance
0.593,0.275,-15.25,0.0638,0.816,0.0115,0.108,0.363,114.82,55rn9bs7vZBsEK4Y4URraH,87411,Dance with Me
0.628,0.699,-7.014,0.124,0.516,0.0001,0.11,0.119,155.997,4BgaAZ52ffIc6cRDn1oFVS,161538,DANCE
0.358,0.91,-2.487,0.125,2.18e-05,0,0.264,0.728,199.955,5k2KDcpVLgyy0dr7uzdJit,188155,DANCE WITH ME
0.488,0.717,-5.508,0.184,0.0303,2.69e-06,0.204,0.252,124.728,4LyqcBID3VprlOZhYsB5nW,194383,DANCE
0.562,0.812,-9.118,0.0288,0.0396,0.000104,0.375,0.857,139.125,7dQLotfXKhC58JIVnf6DTR,240278,Dance With Me - 2021 Remaster
0.658,0.816,-9.969,0.0382,0.128,0.715,0.117,0.377,121.992,51dy1lefJHurpCjMxOGOh3,200656,Dance
0.671,0.589,-10.711,0.0513,0.0182,0.0386,0.0491,0.873,139.619,24vli6MCxjkWiPLQfETb3J,494177,Dance With Me (Empire Remix) - 2021 Remaster
0.695,0.838,-6.273,0.194,0.00868,0.413,0.876,0.766,144.46,3DOzEiXCfRKDoVmWjnA3q0,128000,DANCE
0.354,0.178,-14.014,0.0343,0.918,0.0052,0.112,0.144,126.473,2cQFiojV4AOnni0eiYa1NF,330722,Dance with Me - Symphonic Version
0.766,0.816,-7.197,0.093,0.00523,0.09,0.271,0.15,125.981,362Ny0CAGCvEUMzJwP8HFW,150119,Dance
0.397,0.357,-14.694,0.0313,0.889,0.907,0.147,0.16,86.043,1vWtTis3VRkkUp8qST4jY5,188347,Dance For Me Wallis
0.635,0.858,-5.751,0.0379,0.00361,0.0515,0.173,0.431,125.958,4wGvye5lfk8T3mJZLOsG0W,166190,Dance
0.851,0.687,-7.101,0.0287,0.272,0.000168,0.0948,0.873,135.967,3zpJ74fO8lUGyhNmFAgtp2,254302,Dance
0.809,0.903,-5.122,0.166,0.0194,0.832,0.115,0.796,127.015,7gDgphzQU0urJU3AtoLJup,202658,Dance No More (with Kaleena Zanders)
0.717,0.696,-5.248,0.0424,0.37,0.00235,0.12,0.661,99.988,2idf60xlvscZxXpmmeWBUz,177600,Dance
0.792,0.771,-6.998,0.0419,0.0252,2.18e-05,0.0948,0.635,119.986,4UDpljkccL8Rf4ztmu2hlE,158000,Dance
0.673,0.984,-3.121,0.0725,0.00966,0.902,0.136,0.184,136.03,5swGONEYPfI5mEG7clVsRj,161029,Dance To The Beat (Pitchin')
0.831,0.621,-2.247,0.0767,0.208,0.0325,0.0649,0.925,126.082,4XpZhXMVWGgApe7flseAWR,201876,Dance
0.694,0.936,-8.456,0.068,0.112,0.383,0.365,0.592,158.021,7iWWLbTuSYdncjX1tT22JJ,150885,Jump Dance Move Bounce - VIP Mix
0.253,0.0588,-24.504,0.0547,0.992,0.906,0.0783,0.0344,77.06,46UbgRorQPAs2CHhfl1XGM,245000,Dance
0.603,0.982,-6.55,0.198,0.0115,0.393,0.11,0.306,154.948,4Q6TuhtBOgaV0m8mlccIpU,192000,Dance With The Devil (The 6th Gate) (Reinier Zonneveld Remix)
0.625,0.809,-13.512,0.0562,0.00101,0.941,0.124,0.0374,175.012,7BgI1euXud5ENiwySVtrEW,328464,Dance
0.556,0.787,-11.403,0.0275,0.191,0.00386,0.263,0.928,139.353,1wM7EO7FKR0i26UqLN9p2l,240960,Dance With Me
0.576,0.534,-8.143,0.26,0.0483,0,0.0986,0.111,75.104,6jeDnK6mvZbXJgRZXkSkBB,214400,Dance
0.746,0.846,-2.432,0.048,0.0485,0,0.195,0.403,114.955,10AsRVRdU07cMAFHeGYO3c,174933,Solo Dance
0.56,0.354,-12.059,0.028,0.906,0.939,0.146,0.182,86.017,11I2GxVuzMQNBMVMkjjV0o,267940,Dance
0.878,0.746,-4.281,0.0451,0.0476,0,0.155,0.792,111.996,6pTg4H8juKV9iSzrcVUbM3,204093,Dance Wiv Me - Radio Edit
0.713,0.857,-5.801,0.0556,0.0568,2.47e-05,0.154,0.796,87.015,33bYzlyFiKcFH7aNC7Zo23,161379,Dance
0.414,0.428,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,2TVxnKdb3tqe1nhQWwwZCO,377093,Tiny Dancer
0.79,0.661,-8.295,0.0349,0.0321,0.00305,0.126,0.628,116.007,1U4yfIDARp95wtUGOZZW51,165486,Dance
0.534,0.943,-4.812,0.0496,0.000215,0.794,0.0929,0.375,134.004,29I9dv9Nq704w0Oc5yFGsR,226773,"She’s Gone, Dance On"
0.522,0.525,-7.986,0.0353,0.221,0.000153,0.0946,0.331,73.632,2s2LrhLXZJzlvE88Pt8VaI,174000,Dance
0.688,0.886,-7.607,0.0562,0.102,0.262,0.35,0.592,153.962,4BSJd6jkmroYkGKIrrstUa,149610,Jump Dance Move Bounce
0.702,0.859,-2.648,0.0697,0.0784,0,0.0677,0.819,95.976,7nNrIS6JuS2YEhmfmZwEuf,203280,Dance
0.563,0.943,-4.19,0.041,0.00768,0.000401,0.201,0.2,165.035,3O5nmXfS7o6FuEEmiNTWDz,150428,Just Dance (Hardstyle)
0.776,0.459,-9.737,0.0299,0.693,1.09e-05,0.121,0.642,120.02,61Euymj9X3JehI6NKxKX32,136062,Dance
0.586,0.746,-6.609,0.0533,0.00769,0,0.14,0.446,104.91,0ILIuCVbnekvEFpQCWhP8a,252187,Dancer in the Dark
0.731,0.683,-7.21,0.183,0.103,1.65e-05,0.101,0.669,174.067,4bLXcbMmmM4aAuhALEfyD7,242174,Chill Out
0.731,0.683,-7.21,0.183,0.103,1.65e-05,0.101,0.669,174.067,1TYKAFXbMVBwfIBwQ1lDdz,242174,Chill Out
0.74,0.685,-9.58,0.0268,0.405,0.869,0.109,0.471,106.983,6e3ICR1QM9X8L4oQ3mUshv,174710,Chill Out
0.731,0.683,-7.21,0.183,0.103,1.65e-05,0.101,0.669,174.067,3ZqzLa8d5U4N9zNkCIZhO5,242174,Chill Out
0.715,0.413,-12.325,0.0354,0.406,0.826,0.0724,0.248,122.008,3d6AnAXaAB4hpfyNuprLUh,211967,Chill Out
0.664,0.523,-11.286,0.0307,0.471,0.203,0.0727,0.719,96.579,6w3ukyGLi1JdnTnOiRZAsU,287133,Chill Out (Things Gonna Change) (feat. Carlos Santana) (2007 - Remaster)
0.152,0.0699,-27.293,0.0509,0.969,0.799,0.102,0.0361,136.026,1NNQivLOgDbrxfwERdSk4m,133388,Chill Out am Strand
0.713,0.788,-6.025,0.241,0.00397,0.0569,0.0845,0.845,175.034,2p5ClWYY2eyjig8Oh4ToWm,61018,Chill Out
0.573,0.108,-21.226,0.0949,0.796,0.726,0.048,0.14,70.068,0SzieovhFbxLxF6ITA9DHV,147048,Holiday
0.662,0.638,-9.581,0.0361,0.15,0.696,0.71,0.0386,114.884,305D3A1fqAPuuaGeqJLvKO,155274,Chill Out
0.744,0.161,-20.509,0.0473,0.995,0.896,0.114,0.184,76.004,1C7HiJaPIPPytKy8dYNP75,137333,Changes
0.886,0.378,-11.311,0.0935,0.699,0.156,0.0666,0.433,95.004,2G7K7vJUmRdUBWgBGdqUWL,90955,Chill Out
0.798,0.533,-9.955,0.206,0.000622,0.565,0.1,0.964,110.035,7AGR0QRpLFTc3nbbHxmNft,34909,Chill out new 1
0.751,0.548,-9.657,0.0464,0.0808,0.899,0.336,0.309,96,0ADcMsL9S7uvMxJGiMyQpd,128750,Chill Out
0.72,0.548,-8.203,0.0476,0.00549,0.809,0.115,0.088,125.016,35B6dkLmRehsVF0JvZee9K,66245,Chill Out
0.573,0.305,-18.35,0.0286,0.655,0.941,0.142,0.561,130.058,2xyvCIhO5mHXP7XGQCHYfk,193333,Element
0.882,0.405,-11.386,0.181,0.0143,0.000781,0.107,0.48,125.081,19tAfqOwYxaJ9aSvmeN1se,128697,Chill Out
0.915,0.337,-12.712,0.45,0.105,0.00712,0.113,0.209,123.024,540N5GFLJ8XJ3J2pdzO3eL,152195,How I Feel
0.378,0.362,-27.622,0.0512,0.845,0.0012,0.238,0.255,53.959,3iVTD22aw9srMgOwYzRCmh,110000,Chill Out
0.156,0.000408,-38.088,0.0578,0.95,0.561,0.111,0.0296,109.713,6kXiYKzlwHyHr6KF7qVBx1,169413,Chill Out White Noise
0.8,0.192,-15.391,0.0844,0.766,0.931,0.0829,0.698,114.982,4BHAlzmEnKjZ42ZPGs2VuR,181875,Repeat
0.899,0.403,-11.817,0.053,0.312,0.306,0.103,0.95,112.016,1SP6wYCmQPm9JTLs8GbKnP,206786,Walk With The Dreamers
0.146,0.119,-16.581,0.0426,0.978,0.909,0.0899,0.0366,60.006,2FxK165dYvxL0E0LCUSBCz,178667,All Things
0.453,0.189,-16.989,0.0317,0.624,0.718,0.111,0.0668,69.995,1xZyhrdEtZIb0ktofhEXdt,152000,King
0.182,0.33,-17.458,0.0418,0.937,0.86,0.113,0.0395,142.176,0QSXMrrL80JUHPqnE1cFpc,193333,Must Pass
0.323,0.508,-7.492,0.0342,0.0284,0,0.129,0.194,116.856,2lTqJPxou835RycWj27Vi1,168359,Chill Out
0.872,0.658,-6.933,0.0333,0.151,1.29e-05,0.192,0.908,120.011,6G358LzkmxUrvEefgj9Jux,197067,Hot Stuff
0.28,0.159,-17.609,0.0312,0.227,0.7,0.0902,0.0365,80.003,6agvqTPcXVuTTuGE3CRuWJ,162667,Good Vibes
0.898,0.24,-19.523,0.216,0.147,0.931,0.0774,0.254,139.995,7IS0CF4rL07cyLdOX8fbTT,140562,Chill Out
0.0755,0.239,-20.607,0.0528,0.679,0.876,0.103,0.0337,80.892,73jrLaxa8uBpPsbCesgNsc,161333,Edwyn
0.508,0.0645,-26.699,0.0323,0.967,0.86,0.0909,0.0365,74.017,6epVIdUxpnCXquEl6TaNBH,153333,Lonely
0.533,0.481,-11.561,0.456,0.376,0,0.107,0.785,67.984,5wueYtNPuiUl1X3wivioU9,160196,Chill Out
0.157,0.118,-19.288,0.0355,0.881,0.704,0.11,0.0325,93.876,3t091bHbw0Giu7dA8qYLSI,168000,John
0.414,0.3,-14.255,0.0325,0.854,0.899,0.131,0.41,159.505,4g7cxJc9nFbn81UNO05cNy,170000,Chill Out
0.603,0.0393,-23.931,0.0539,0.986,0.92,0.0803,0.0796,73.003,1aK6OY8U1u9JDlcDDEiOdC,174667,Close Watch
0.694,0.503,-7.661,0.358,0.0699,0.00014,0.114,0.657,93.579,7IEIM9ONLeHwnef7s3sNwr,278298,Chill Out
0.382,0.0414,-22.443,0.0479,0.993,0.923,0.113,0.152,104.904,6o3TZodBZv1jmmzhvHwit7,297372,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile"
0.417,0.00695,-24.484,0.0486,0.987,0.541,0.169,0.171,89.728,2RRhXPWDAaEjO71M3jamBC,219933,"Piano Concerto No. 4 in G Major, Op. 58: II. Andante con moto"
0.297,0.227,-17.327,0.0474,0.923,0.769,0.105,0.121,120.277,1oSecgg7wsWHaJJvgyeI8H,185333,Heads
0.245,0.36,-7.882,0.0331,0.989,0.509,0.106,0.158,79.355,0VHFUTaG7kzMlNAo4LGiZE,143000,Chill Out
0.221,0.0229,-30.426,0.0464,0.93,0.171,0.189,0.0487,105.232,7lHIdFTnKbtnfTIiHLFAVh,456960,"Violin Concerto in D Major, Op. 61: II. Larghetto"
0.37,0.479,-10.401,0.0521,0.589,0.634,0.14,0.279,71.008,4v5CqsTMPEYvXF11i3EeG2,158000,Chill Out
0.93,0.643,-7.887,0.293,0.294,8.5e-05,0.114,0.695,109.996,2ke1ebXjd89WtkUClJ55J0,199091,Chill Out
0.288,0.0464,-15.297,0.0353,0.971,0.609,0.107,0.0643,67.151,2jUQdgoiEvB1SLh2rZOPem,758907,"Symphony No. 2 in D Major, Op. 36: II. Larghetto"
0.205,0.00548,-33.599,0.039,0.995,0.401,0.0869,0.183,108.476,2ycruNXYJyQiet0IvoGypt,223000,"Sextet for Winds in E-Flat Major, Op. 71: II. Adagio"
0.0891,0.211,-16.722,0.0305,0.578,0.941,0.106,0.0551,80.85,6nqS5AiwCnBjSSHs3lK7n3,156000,Piano Girl
0.801,0.601,-6.723,0.074,0.00128,0.403,0.0559,0.701,125.013,6qYP01q3JwJiUXeXyaVxk2,293500,Chill Out
0.151,0.0167,-28.72,0.043,0.974,0.216,0.0528,0.0636,85.648,6EL44aw5Y8lEEEqvUjfw7I,367733,"Violin Sonata No. 5 in F Major, Op. 24 ""Spring"": II. Adagio molto espressivo"
0.21,0.186,-18.884,0.0394,0.869,0.923,0.117,0.0376,117.629,44lNvd5nwXGCktjg2i88zL,157333,Lennon
0.717,0.621,-5.677,0.0394,0.233,2.18e-05,0.114,0.718,148.003,3E5lOHblBV87d1hAddVgpW,236573,Chill Out
0.405,0.279,-20.873,0.374,0.962,0.918,0.182,0.316,76.406,5qPvE1xDoOOHvY2W7Jc37b,158400,Relaxing
0.165,0.266,-38.151,0.135,0.815,0.901,0.0992,0.0267,76.211,1gwLjpvAbu6IVmVdAfPJ0G,179470,Relaxing Brown Noise 256 Hz Smooth Q
0.224,0.0219,-31.821,0.0334,0.989,0.895,0.121,0.153,85.901,3DlgODi91SEXoYmgpVSc2U,146824,Snow-covered gardens
0.637,0.0963,-28.388,0.0629,0.991,0.941,0.106,0.434,120.02,2orKxLl9q89EedosCNNIs0,87565,Relaxing
0.157,0.154,-38.181,0.129,0.696,0.304,0.112,0.113,91.183,76jlu6pr45PmRDeZirYVJk,169614,Relaxing Brown Noise
0.519,0.0822,-21.823,0.0392,0.901,0.849,0.0846,0.0372,119.934,0iG8vGMvNGv7k4hY8ptM0L,168250,Infinite Space
0.471,0.259,-13.302,0.136,0.591,0.95,0.128,0.492,80.712,0lcUxBZvzfVOxQm5XfZmqj,114339,Relaxing
0.718,0.0305,-19.315,0.0491,0.994,0.95,0.0977,0.453,82.522,4uHLpzFvlbvvTVfPZUUD7J,104778,Relaxing Sleep
0.479,0.122,-16.53,0.0348,0.836,0.808,0.0963,0.15,110.204,4mBKiFRJn79smMwoJ5FWrL,178359,Sunset Silhouettes
0.471,0.259,-13.302,0.136,0.591,0.95,0.128,0.492,80.712,6iTXsj5RN3h9cRO4T9TsEY,114339,Relaxing
0.233,0.998,-22.392,0.0349,0.248,0.988,0.968,0.00442,88.773,0dUMBi3YvpnfxOshM783xa,181797,Relaxing Sleep Ambience
0.171,0.00603,-34.312,0.0541,0.944,0.928,0.12,0.0321,121.419,6cC9PTlYHpjUmRFISRj21H,136000,Peaceful
0.581,0.877,-5.267,0.035,6.49e-05,0.781,0.147,0.43,89.953,2u1Non3KaVnlcu6seoXqBi,125166,Relaxing
0.0701,0.879,-26.131,0.0569,0.117,0.99,0.939,0.0124,79.509,5CfhvCrR3kegEsafOkucIx,185017,Relaxing Rain Slumber
0.259,0.0306,-20.096,0.0416,0.974,0.832,0.106,0.0714,142.412,3lISbPw99FFVDABnHnxT7r,64085,Chorus of Birds
0.169,0.491,-13.889,0.0477,0.984,0.925,0.506,0.194,78.014,6zR2rJSBkYMjbzz3AORDUY,142899,Relaxing
