danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,names
0.6,0.792,-5.894,0.0516,0.00321,4.84e-05,0.315,0.399,80.059,5X3ahLXhOw16BR09GjYPUT,294720,Rehab
0.635,0.83,-5.265,0.0507,0.0029,1.03e-05,0.267,0.413,130.976,6MRT1IDPLBF8EVLDdC8cqv,127844,Dance Like Rihanna
0.723,0.534,-6.238,0.0891,0.0747,0,0.0919,0.551,91.974,72TFWvU3wUYdUuxejTTIzt,219320,Work
0.31,0.746,-3.599,0.112,0.0121,0,0.649,0.164,182.026,3YJkAQNEhmCZGLdmPsu6Ye,250600,Hard
0.588,0.391,-8.607,0.0334,0.839,0,0.227,0.349,144.069,13xxBnXOuiBxVxJI458B0i,226973,Unfaithful
0.671,0.672,-3.094,0.0688,0.0329,0,0.118,0.632,97.979,1OAh8uOEOvTDqkKFsKksCi,204173,Wild Thoughts (feat. Rihanna & Bryson Tiller)
0.561,0.747,-4.471,0.171,0.118,0,0.0682,0.774,173.917,4pvLiHkcQ3CSNFKT7HGSGM,222987,Rude Boy
0.785,0.478,-8.735,0.0419,0.0259,0,0.0908,0.39,134.003,5r67bGhYXZNqk2m2Wupfmu,161200,Pour It Up
0.632,0.924,-1.802,0.29,0.281,0,0.263,0.441,86.844,7LR85XLWw2yXqKBSI5brbG,267520,Run This Town
0.329,0.461,-6.387,0.0469,0.0533,4.7e-06,0.119,0.281,79.541,5XLoHvOag9undyM3nyvzSS,229280,Russian Roulette
0.687,0.852,-3.153,0.0894,0.181,0.00135,0.147,0.775,145.885,4UTizOdGljPIIbXtoXycAd,144227,Pose
0.692,0.786,-2.959,0.069,0.23,0,0.0797,0.583,100.025,5FTCKvxzqy72ceS4Ujux4N,263173,What's My Name?
0.753,0.632,-8.681,0.212,0.000147,0.0005,0.108,0.533,99.001,3Op7R5YNeIVoZUCxXVZW2k,215213,Pon de Replay - Radio Edit
0.631,0.927,-2.787,0.0332,0.199,0.119,0.148,0.465,123.962,0azC730Exh71aQlOt9Zj3y,222160,This Is What You Came For
0.549,0.502,-5.972,0.0405,0.299,0,0.764,0.291,129.842,2rbDhOo9Fh61Bbu23T2qCk,210200,Always Remember Us This Way
0.521,0.592,-7.777,0.0304,0.308,0,0.122,0.535,157.969,2plbrEY59IikOBgBGLjaoe,251668,Die With A Smile
0.851,0.806,-4.618,0.0787,0.119,1.72e-06,0.121,0.774,119.001,1QV6tiMFM6fSOKOGLMHYYg,237200,Poker Face
0.822,0.739,-4.541,0.0311,0.0264,4.28e-05,0.181,0.745,118.99,1dzQoRqT5ucxXVaAhTcT0J,241933,Just Dance
0.577,0.385,-6.362,0.03,0.371,0,0.231,0.331,95.82,2VxeLyX666F8uXCJ0dZF8B,215733,Shallow
0.664,0.934,-3.848,0.0696,0.00108,2.73e-05,0.271,0.529,130.983,7F25roCtYi55JouckaayPC,249067,Judas
0.695,0.921,-3.752,0.0363,0.00314,5.26e-05,0.0842,0.714,119.007,0SiywuOBRcynK0uKGWdCnn,294573,Bad Romance
0.591,0.634,-6.365,0.0291,0.0107,1.95e-06,0.113,0.44,99.998,53jnnqFSRGMDB9ADrNriCA,244760,Bloody Mary
0.623,0.795,-6.63,0.046,0.000399,0.0014,0.375,0.358,98.995,1HHeOs6zRdF8Ck58easiAY,274213,Alejandro
0.519,0.617,-4.287,0.0313,0.0387,0,0.401,0.222,147.708,0oWraSo5ASJ0h1BEagTyEw,225300,Hold My Hand
0.762,0.692,-3.973,0.0437,0.112,0,0.094,0.397,114.903,02XnQdf7sipaKBBHixz3Zp,208307,Paparazzi
0.626,0.799,-6.612,0.0461,0.00036,0.00155,0.36,0.37,98.993,4lwavw59UjXUPJZtKNdFYp,274213,Alejandro
0.668,0.78,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945,5ka2ajep9OAvU5Sgduhiex,212333,Applause
0.416,0.292,-8.357,0.0259,0.191,1.63e-06,0.108,0.155,82.811,5DQIZ8XC0EP7cfRFrtzY5h,245436,Happy Mistake
0.666,0.423,-8.012,0.0429,0.494,0,0.106,0.154,129.893,7dZ1Odmx9jWIweQSatnRqo,205280,Million Reasons
0.587,0.828,-5.108,0.161,0.00327,0,0.331,0.493,123.907,30XU4suKzCeoCK9YFzdufg,260253,Born This Way
0.605,0.836,-4.442,0.0541,0.00125,0,0.0634,0.351,119.986,5zZoEDawAlJNgUzxknlV9V,174735,The Joker
0.894,0.678,-5.611,0.0523,0.00569,2.43e-06,0.317,0.844,105.029,0eH2eHURaXUP15D8gQlfjx,216333,LoveGame
0.575,0.33,-6.557,0.031,0.416,0,0.0872,0.276,95.799,6QfS2wq5sSC1xAJCQsTSlj,217213,Shallow - Radio Edit
0.549,0.502,-5.972,0.0405,0.299,0,0.764,0.291,129.842,74iZuPGwyL33VlTr6jTnab,210200,Always Remember Us This Way
0.695,0.801,-4.503,0.0441,0.00124,0,0.479,0.646,119.973,2WgyOP8Z1D6GQYumCwH4Dk,249280,Monster
0.575,0.665,-4.106,0.0296,0.133,0,0.23,0.705,112.093,7jTLS32BMC2UyTTjEUW6BT,184498,That's Life
0.583,0.771,-6.477,0.0412,0.000323,0.0163,0.109,0.358,127.955,57F80059mWaWFvWG3tBTbO,320547,The Edge Of Glory
0.825,0.832,-5.862,0.0403,0.00587,0.000733,0.114,0.713,122.021,7rl7ao5pb9BhvAzPdWStxi,220627,Telephone
0.851,0.806,-4.618,0.0787,0.119,1.72e-06,0.121,0.774,119.001,5R8dQOPq8haW94K7mgERlO,237200,Poker Face
0.612,0.73,-5.401,0.0634,0.534,0,0.26,0.21,99.931,6RyJt2SvLFghIDe1eCviD9,166300,Good Morning
0.664,0.743,-4.103,0.0744,0.127,0,0.356,0.796,124.996,2zOSxEAk90JTKYNHqE8LXc,249467,That's Entertainment
0.626,0.799,-6.612,0.0461,0.00036,0.00155,0.36,0.37,98.993,3clsCV1f1E9u1Fge9ntulk,274213,Alejandro
0.534,0.552,-4.985,0.064,0.296,0,0.0767,0.458,87.889,2YQ0DrIFS90FEK8T4JOa8W,191700,Get Happy (2024)
0.727,0.97,-4.883,0.101,0.00482,0,0.288,0.541,131.06,7yzdBiRz4WfiDAcmQ23c8l,225467,Scheiße
0.646,0.736,-7.118,0.0449,0.216,0,0.415,0.873,140.098,7mXuWTczZNxG5EDcjFEuJR,212878,LADY GAGA
0.661,0.936,-3.832,0.0742,0.000971,1.38e-05,0.36,0.556,131,4yQmDtjax2Ye9wY8EPAO1x,249067,Judas
0.53,0.612,-4.286,0.0331,0.0403,0,0.393,0.264,148.009,1c2hJSwcCfoPEw1su83Sw0,225280,Hold My Hand
0.503,0.926,-3.373,0.191,0.0245,0.000228,0.247,0.633,170.121,2Qt1GqEOR6gfBCNTZv9Q8P,222603,"Oh, When The Saints"
0.614,0.79,-5.716,0.163,0.0168,0.00331,0.118,0.684,128.654,7dstLFiyNkxcLJVj8q76Ch,191602,bloody mary (lady gaga) - sped up version
0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,123.056,7ju97lgwC2rKQ6wwsf9no9,182200,Rain On Me (with Ariana Grande)
0.824,0.837,-5.903,0.0405,0.00521,0.000817,0.112,0.715,122.013,4TCL0qqKyqsMZml0G3M9IM,220640,Telephone
0.613,0.881,-4.43,0.0587,0.00103,0.0059,0.462,0.381,131.097,02d1E4NRuh7OEQO4vCb9PD,264520,Marry The Night
0.662,0.798,-6.735,0.0356,0.000141,0.0488,0.64,0.511,119.98,6LGwEHsFbxt7BgDwGXqFgj,254267,Government Hooker
0.451,0.793,-6.232,0.0683,0.281,2.67e-05,0.145,0.287,127.594,1CmyFUdrzcI2TldyJzOHSb,157863,World On A String
0.822,0.739,-4.541,0.0311,0.0264,4.28e-05,0.181,0.745,118.99,2x7MyWybabEz6Y6wvHuwGE,241933,Just Dance
0.851,0.806,-4.618,0.0787,0.119,1.72e-06,0.121,0.774,119.001,7zACUQbWQxzT4aER7ityBV,237200,Poker Face
0.397,0.47,-7.457,0.0305,0.501,0,0.14,0.0767,133.936,1ud0FiEQLVIDlWEqDIEvwW,178714,Folie à Deux
0.693,0.924,-3.706,0.0392,0.0034,4.77e-05,0.0926,0.714,118.984,4x3XzqDLZbRF7Ap6MIaJ9a,294467,Bad Romance
0.607,0.882,-4.279,0.28,0.0465,0,0.123,0.163,117.792,0I27tCo8rexgdYnhkSaL7k,161733,If My Friends Could See Me Now
0.661,0.937,-3.83,0.0744,0.000967,1.58e-05,0.355,0.535,130.999,020f8UH9oMEniiQHJBwe3j,249067,Judas
0.825,0.832,-5.862,0.0403,0.00587,0.000733,0.114,0.713,122.021,6DvgsZ0NiEPV9qYM931T1F,220627,Telephone
0.549,0.414,-8.453,0.0273,0.146,0,0.0998,0.404,149.746,2kecdnlyueotEMC8rdNlf6,196907,Joanne
0.832,0.88,-8.024,0.0453,0.434,2.31e-06,0.212,0.975,134.95,24hWI7qzj3EdIeVCEk5dXW,234057,Always Remember Us This Way
0.647,0.633,-3.835,0.0395,0.129,0,0.185,0.459,102.959,6DqmPvzGa002Qa2NQ14hCV,164167,Close To You
0.345,0.641,-5.627,0.0503,0.136,8.4e-06,0.108,0.159,77.282,1PAgmT6YqGhd6zT9kN9gIo,264240,Hero
0.628,0.69,-5.83,0.0511,0.443,0,0.113,0.66,179.908,7qCAVkHWZkF44OzOUKf8Cr,205907,El Perdón (with Enrique Iglesias)
0.688,0.822,-3.304,0.0537,0.0642,0,0.241,0.66,91.011,7nKBxz47S9SD79N086fuhn,207680,SUBEME LA RADIO
0.718,0.792,-3.519,0.105,0.0467,3.65e-06,0.0399,0.96,90.949,5M830cD7MNeiiwIGHzH9TV,243387,Bailando - Spanish Version
0.716,0.908,-3.254,0.103,0.0858,0,0.135,0.869,91.03,6YZdkObH88npeKrrkb8Ggf,199693,DUELE EL CORAZON (feat. Wisin)
0.648,0.89,-3.982,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,3nMb7ToWIxYvmaIG20z6ux,232213,Tonight (I'm Fuckin' You)
0.755,0.765,-4.328,0.0486,0.0503,0,0.0326,0.691,114.993,4MloswMM3eu7dHZ7MOzW3i,218053,Do You Know? (The Ping Pong Song)
0.72,0.909,-3.258,0.0952,0.0904,0,0.137,0.877,91.022,5adqS3stLaSPAEOszOnpXG,199693,DUELE EL CORAZON
0.627,0.888,-4.523,0.0388,0.0528,0.00237,0.136,0.591,99.905,2bbeNsFmjZqdoDhjLsKNWe,214067,Bailamos
0.648,0.942,-2.881,0.0878,0.021,0,0.0594,0.73,129.007,7HacCTm33hZYYN8DXpCYuG,231373,I Like It
0.815,0.633,-6.926,0.0353,0.114,0.00379,0.0923,0.428,115.011,1boXlVWALXZuKRlClpuA43,235187,Ring My Bells
0.689,0.808,-3.28,0.0572,0.0721,0,0.241,0.674,91.012,0mnAmQX1pciMncT2qFCNmK,207680,SUBEME LA RADIO
0.739,0.75,-4.778,0.0339,0.0137,9.62e-06,0.158,0.431,124.958,0aPhnPWgYWk9XGezDHCLF3,230427,Takin' Back My Love
0.629,0.885,-4.508,0.0384,0.0532,0.00252,0.105,0.567,99.881,1ySwd43oWXbrytN2BD0Mhb,212693,"Bailamos - From ""Wild Wild West"""
0.628,0.971,-2.713,0.16,0.13,0,0.0937,0.443,101.999,4XifD1V0kWoG4WwsXTwS3y,209773,Rhythm Divine
0.655,0.797,-4.787,0.153,0.198,0,0.067,0.839,177.928,6habFhsOp2NvshLv26DqMb,229360,Despacito
0.82,0.813,-3.646,0.0268,0.0106,4.84e-05,0.0893,0.893,126.026,4PHX6bpHDxiR9RGzAKWcyk,200587,Cuando Me Enamoro
0.651,0.939,-3.606,0.0774,0.00604,0,0.139,0.733,133.05,2WOg6FT27iLtN8wetk69nP,214453,Dirty Dancer
0.823,0.882,-3.513,0.0556,0.688,1.7e-06,0.107,0.963,128.044,0Me3GyNuLOa1YTIxhJPyCn,172096,ASI ES LA VIDA
0.457,0.892,-5.926,0.0986,0.00338,4.46e-06,0.141,0.508,93.664,01qCxvpyyIm0a0RG3uYxEm,235293,Could I Have This Kiss Forever
0.776,0.844,-5.305,0.0297,0.0277,0.000259,0.135,0.869,125.97,4anDsZBavxjw3Ktw6ICGYd,208627,Escape
0.717,0.851,-3.507,0.0957,0.0791,0,0.0652,0.955,90.971,3VMSMjB4Yx79FDDrmYCk3N,243213,Bailando - English Version
0.733,0.897,-3.652,0.0389,0.0391,0,0.117,0.649,96.006,0mlAOSILGRys2IbvyOT5VJ,173800,Échame La Culpa
0.651,0.884,-3.986,0.0533,0.0242,5.36e-06,0.202,0.285,125.941,79R98MwYRcQZdAzjjzUbiX,231293,Tonight (I'm Lovin' You)
0.823,0.882,-3.516,0.0561,0.685,1.65e-06,0.108,0.962,128.041,33ggWc1Nai6fcNb2qM4lJ7,172096,ASI ES LA VIDA
0.753,0.759,-4.829,0.0487,0.0523,0,0.0263,0.706,114.999,5Utz5NBlQnUTpiy56fUHfh,219533,Do You Know? (The Ping Pong Song)
0.567,0.888,-3.201,0.0993,0.0228,0,0.279,0.41,129.962,6GREIx79VAYuT0DYDGTIJh,256227,Heartbeat
0.642,0.47,-5.899,0.0431,0.722,0,0.116,0.297,137.794,2ideAIR3icFw8xYJnzSvMP,191480,El Perdedor
0.683,0.866,-5.436,0.0329,0.0395,0.00161,0.0483,0.542,121.996,2N4viTG9njqCa4c46YyWs1,219360,Be With You
0.753,0.852,-3.341,0.0278,0.377,0,0.11,0.9,132.984,5TDakCWQMtVYURFbs9XIRv,213133,Loco
0.847,0.681,-7.483,0.0812,0.316,7.18e-05,0.151,0.868,126.008,7umNc6U2AVcL0RwQIi7xZG,179271,Espacio en Tu Corazón - Remix
0.705,0.718,-5.912,0.0254,0.0582,9.82e-05,0.296,0.617,120.016,3yUvfB6cV1f4G3zo3f8qq7,241440,Tired Of Being Sorry
0.69,0.702,-6.103,0.0901,0.247,0,0.262,0.611,92.996,1TPUbLdzpfgF7wrPEXIAAB,207720,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)"
0.673,0.762,-6.312,0.043,0.304,0,0.056,0.524,90.976,2EHu09nPab1dk0jySbkjEr,322395,Bailando - Matoma Remix
0.425,0.954,-3.756,0.0476,0.00414,0,0.0555,0.933,178.043,0Ph6L4l8dYUuXFmb71Ajnd,243160,Livin' la Vida Loca
0.73,0.718,-5.805,0.0361,0.00409,8.66e-06,0.171,0.382,124.957,0JygGa90OHn2zg8b2lwmTK,230413,Takin' Back My Love - Original Version
0.71,0.893,-3.053,0.0383,0.24,0,0.0986,0.625,90.01,3fvb9N0z7RK4Bjznxidly4,214520,EL BAÑO
0.674,0.875,-4.087,0.107,0.0718,0,0.13,0.811,90.994,5T8gItTwZ8MxsQHHTEOSGu,200956,DUELE EL CORAZON (English Version) (feat. Tinashe & Javada)
0.71,0.888,-3.036,0.0382,0.259,0,0.0969,0.626,90.009,2vvdTrdryjsl8DmPIMDWZU,214520,EL BAÑO
0.659,0.802,-4.79,0.148,0.208,0,0.123,0.863,177.936,7CUYHcu0RnbOnMz4RuN07w,228200,Despacito (Featuring Daddy Yankee)
0.65,0.944,-2.887,0.0884,0.0188,0,0.0625,0.727,129.008,0ADbb7ueYb8DAuYogMVzkh,231107,I Like It
0.741,0.773,-3.914,0.112,0.0517,0,0.041,0.961,91.014,2r8wxDebKM8uuDsLUklMEx,243666,Bailando - Spanish Version
0.745,0.904,-2.045,0.047,0.256,1.02e-06,0.0843,0.731,93.977,4JgSGk8yY0hQE9aENUSqVm,181573,ME PASE (feat. Farruko)
0.842,0.631,-3.699,0.0438,0.00963,0,0.0798,0.575,117.013,5LeGRlEBxdkIaU2hlCCIA2,222627,Can You Hear Me
0.591,0.883,-3.86,0.0981,0.00912,0,0.171,0.716,127.995,1X8HXwt2jTxZt3EgTPs93N,219893,I Like How It Feels
0.864,0.846,-3.243,0.134,0.144,0,0.157,0.898,106.974,5IL8eu4W9JD38Jtr5YcPAL,176606,Fría
0.743,0.796,-5.868,0.0342,0.134,0.00208,0.0963,0.679,122.992,0K6xYxWoH92QElvwN8kQjO,245093,Love To See You Cry
0.773,0.838,-4.126,0.0372,0.0133,4.01e-05,0.0758,0.193,103.145,2wdX7seKD9pK35aZF3kMbY,226733,Don't Turn Off The Lights
0.738,0.857,-4.127,0.0515,0.0186,1.85e-06,0.0848,0.845,99.958,1BuTNbYxxFYezD1tT8AJR9,168680,MOVE TO MIAMI
0.735,0.916,-2.082,0.117,0.397,2.91e-06,0.0918,0.691,167.994,2hDe0Ls5mVqs1XJqv7sbcM,221429,Fútbol & Rumba (feat. Enrique Iglesias)
0.908,0.63,-9.421,0.591,0.119,1.06e-05,0.109,0.728,139.981,7tLX7QREwBrxHdV6gEcZYs,123750,Topfit
0.715,0.567,-4.481,0.0865,0.06,0,0.0655,0.332,160.098,0lodMO0qK83vfPiiD7FMEt,223174,TOPIA TWINS (feat. Rob49 & 21 Savage)
0.704,0.787,-6.751,0.0462,0.00926,0.00538,0.159,0.31,119.996,5nPbKG04fhLkIAjcPFaZq7,214000,I Adore You (feat. Daecolm)
0.738,0.743,-4.046,0.213,0.291,0,0.118,0.586,90.018,0jvZ9caE53ubCQXMki6W23,203547,TOPLINE (Feat. Tiger JK)
0.448,0.336,-13.124,0.0322,0.00145,0.838,0.0661,0.0364,107.351,1ZkmPku85veww4fF66aUFF,148933,Top Gun Anthem
0.403,0.919,-4.462,0.302,0.00129,0,0.164,0.241,97.008,7g4hIeYVk3h5qQXb9RLeXP,240590,Top 10 staTues tHat CriEd bloOd
0.384,0.959,-3.381,0.226,0.00127,0.000232,0.384,0.632,93.796,37GEtvrasqDZMpwDeuFsmn,107836,Topmodel-Intro
0.932,0.533,-8.144,0.208,0.00855,5.68e-05,0.0888,0.466,120.043,3azmMptipPpya1mFr2JBv0,105160,TOP ORDER (JARS)
0.423,0.651,-8.741,0.0406,0.00799,0.618,0.31,0.14,107.011,00Y9r5SfbDdEjJhNg7laQr,252200,"Top Gun Anthem - From ""Top Gun"" Original Soundtrack"
0.896,0.483,-8.86,0.0767,0.0666,0,0.217,0.593,112.975,2Al0gKP1HZJRgbYJpWyRZO,129202,Topboys
0.756,0.233,-22.586,0.465,0.00843,0,0.103,0.27,160.053,1ydjfdBkqhWswl0eXaEmta,75819,TopBoy
0.69,0.429,-10.529,0.0392,0.405,3.79e-06,0.125,0.284,133.024,2P9OKiFiDDwHcMkdGVuqcd,209311,Top
0.379,0.343,-12.993,0.0385,0.806,0,0.0991,0.694,184.301,1Ehdm1PDlKrdfyBsjwEvd1,179173,Top Of The World
0.632,0.856,-3.463,0.0348,0.0624,0,0.347,0.867,119.397,3Fzlg5r1IjhLk2qRw667od,232693,Dancing in the Moonlight
0.865,0.565,-6.983,0.31,0.101,1.66e-05,0.101,0.885,100.97,4IBoZloHkTEug8fKqmLBa4,173639,Top
0.63,0.924,-5.589,0.145,0.0841,3.56e-06,0.084,0.763,100.045,213x4gsFDm04hSqIUkg88w,192280,On Top Of The World
0.776,0.762,-4.356,0.216,0.193,0,0.18,0.678,120.039,55Q46o5adtSobImSKrrlqW,236000,Top
0.786,0.748,-5.27,0.0746,0.204,0,0.037,0.866,128.025,6tN88ttXRw1DvV3cZ2NXic,133125,Top
0.69,0.695,-4.443,0.271,0.0401,0,0.245,0.489,97.112,3FDIzHl5F5DDp2c0dKWbhZ,160137,"The Top - from the Netflix Film ""UGLIES"""
0.693,0.555,-8.409,0.0353,0.258,0,0.358,0.239,123.987,6OlzpVWulPjvN0eL0YIKxl,136000,Top
0.693,0.725,-5.961,0.235,0.0675,9.71e-05,0.129,0.312,125.213,3LygxCYfqEdly1KgntKdTJ,165227,TOPBOY
0.69,0.429,-10.529,0.0392,0.405,3.79e-06,0.125,0.284,133.024,6AMvkm7NKeT3JlRHgs17Bi,209311,Top
0.823,0.504,-8.65,0.16,0.206,0,0.417,0.481,112.985,4YhJ3a6kBPGJWX4Ek77sDd,169907,TOP FLOOR (feat. Travis Scott)
0.775,0.759,-8.305,0.115,0.0144,0,0.109,0.376,121.874,3wqoCPK5S7NpUavgvqo4HL,145605,Top
0.972,0.407,-11.008,0.0889,0.729,0.00105,0.1,0.261,124.934,6BSlXUKU9eTdz5e2uqADsa,158170,Top Auf
0.712,0.652,-6.63,0.241,0.337,6.72e-05,0.128,0.39,83.529,1eRapk3WvyFflbOEXdONfD,185568,Top
0.906,0.395,-11.277,0.206,0.0103,0.000195,0.117,0.376,146.056,0HCnj7pfrvshnocOJUFeit,197420,Top Off
0.779,0.706,-5.782,0.0558,0.0908,0,0.0711,0.505,119.927,66dQiusLbkpf2pGD8jMFU6,182125,Top
0.584,0.66,-6.294,0.0486,0.00811,0.00304,0.077,0.246,146.983,0Vu1Q1op2URimTTN9h3Eam,138776,Topless in Miami - Lost Tapes 2016
0.699,0.559,-7.383,0.0802,0.333,0.00237,0.338,0.53,132.052,1EwgYn1MQ4rwe7syWI8pjK,177212,Top
0.669,0.784,-5.603,0.112,0.194,6.28e-06,0.115,0.517,125.993,5YaskwnGDZFDRipaqzbwQx,150053,Your Love (9PM)
0.685,0.735,-6.78,0.0956,0.184,0,0.129,0.496,128.046,0eNKqGyVvCqZPOMbk6BmbE,228440,Top
0.708,0.709,-5.881,0.0641,0.157,1.9e-06,0.142,0.511,128.034,1YWr18dWRmuvPgAsPBsOow,147987,Forget You
0.786,0.748,-5.27,0.0746,0.204,0,0.037,0.866,128.025,0P3WUOj0RAyMhUmxGxzCUq,133125,Top
0.667,0.727,-5.845,0.254,0.0695,0.000138,0.141,0.317,125.227,6EPubuOrcghWacSosLTGcn,165227,TOPBOY
0.77,0.547,-12.731,0.283,0.398,0,0.0997,0.38,148.861,6j3OJI6GN2VDiXYh1nNC7l,146577,Top
0.571,0.717,-5.121,0.238,0.0936,0,0.326,0.421,129.646,4XuUNuWZmuNS3fAXHz4u9v,148062,Topscout
0.765,0.754,-5.304,0.166,0.0897,0,0.0942,0.494,174.036,4EHHhv5FZJ1Ra4LSf4KCia,216897,Top
0.937,0.542,-8.15,0.181,0.00873,1.87e-05,0.0889,0.489,120.021,0pHeXV50koNUj3QfeMfU9j,105160,TOP ORDER (JARS)
0.924,0.399,-8.243,0.276,0.583,0,0.154,0.267,130.028,2aFS7C1aaOFv9ZK0VmWHUe,140382,Top
0.282,0.22,-15.324,0.0336,0.923,0,0.509,0.178,174.275,3FoxsQsG5Z9bMuqdF5szJO,236905,Toprak Yağmura - Akustik
0.872,0.725,-6.103,0.106,0.328,0,0.0913,0.529,121.994,2IWRgV8bTPaKKdjARvoXf1,228780,Top
0.674,0.729,-7.543,0.0673,0.0128,1.14e-05,0.464,0.473,125.966,6ZorLNYsF1KjjV9M2OSxAF,164000,Out My Head
0.699,0.589,-6.487,0.159,0.252,0,0.292,0.306,131.941,6MuzfMTEMItnHbwdQSeXes,165455,Top
0.521,0.952,-5.032,0.0793,0.0021,0,0.0745,0.375,126.157,6t9elIqznq7PdhEQapD9Xh,162133,Top
0.623,0.727,-5.57,0.0562,0.184,2.02e-05,0.309,0.4,125.975,3kcKlOkQQEPVwxwljbGJ5p,165800,Kernkraft 400 (A Better Day)
0.714,0.691,-5.679,0.38,0.618,0,0.137,0.621,87.474,73sQibm6suZ9PJdR6ZVHyQ,114606,Top
0.445,0.911,-5.62,0.198,0.00494,1.87e-05,0.0892,0.206,150.237,2HJBsWX5LQK8Y95JzPJ4zp,211400,Tattoo - Topic Remix
0.517,0.947,-5.076,0.0712,0.00271,0,0.0749,0.401,126.198,58QWceo4iT5BFycK4DojHy,162133,Top
0.696,0.452,-10.294,0.0392,0.709,3.13e-05,0.153,0.371,129.909,7tQzRtcodzeVr6n0DdVHCe,195692,Toparlanmam Lazım
0.647,0.925,-3.844,0.0838,0.0842,0,0.796,0.637,128.05,7G4Fsd9ydorTDoC999KjiJ,224667,1000 und 1 Nacht (Zoom!) - Live
0.595,0.735,-6.78,0.0405,0.0689,0,0.124,0.461,122.032,6kk207Bw7zk0BvMnQsd23z,201326,1000 Sterne - Radio Edit
0.644,0.515,-11.11,0.284,0.77,6.53e-06,0.111,0.51,159.984,12AWxx8MXy0BZwdNuJ9UgX,139039,1000 Songs
0.695,0.54,-5.692,0.0493,0.299,0,0.367,0.415,121.932,0NfgO5cZIf8CUzm8MWKUlR,168602,abcdefu
0.758,0.737,-7.827,0.0804,0.117,3.49e-06,0.192,0.966,158.922,4cSe6yVORLyjUIO73ziV1o,242001,Hey Ya!
0.722,0.906,-4.326,0.0411,0.15,0.000281,0.0884,0.595,127.998,6zwGLW8IFClwIj7lyWkso4,228667,1000 Lichter - Fox Mix
0.535,0.683,-9.808,0.184,0.0875,3.05e-06,0.496,0.719,119.219,0O6J1usThPAhVN9n6raHjU,442520,& Jay-Z singt uns ein Lied - Live
0.614,0.667,-4.743,0.0421,0.407,0.0698,0.0625,0.854,101.809,4zpllL4owrU5QhYpNOqU5P,46000,Dalli Dalli
0.751,0.591,-8.168,0.0672,0.0305,2.82e-05,0.165,0.365,149.995,6irnxBQWGP3GQ3UqZTMtda,131200,1000 und 1 Nacht
0.556,0.402,-11.258,0.0282,0.854,0.382,0.135,0.428,102.517,5ruqfe8lCfcgpeSG2PSrfh,187387,Spar deinen Wein nicht auf für morgen
0.411,0.767,-8.058,0.0697,0.00987,0,0.967,0.353,113.776,5j1cjOSodR4463dDxd8vw8,269453,Vom Delta bis zur Quelle - Live
0.655,0.847,-5.366,0.0457,0.133,0.000156,0.165,0.862,130.027,2Wmq1Z3uHbVKQKK6P9Jr3Q,145133,10.000 Miles Away
0.624,0.817,-5.647,0.127,0.00317,0.00071,0.312,0.762,93.351,66izwOLZtm5SZEbB5iQbjC,202147,Rock'n Roll im Stadtpark
0.72,0.768,-7.523,0.0442,0.179,0,0.15,0.84,124.681,4jDfN1uyJvPFpuz3FJoaRR,198267,1000 und 1 Nacht (Zoom!)
0.368,0.669,-9.381,0.197,0.37,1.6e-06,0.96,0.422,138.602,2DRguxGEWZeoKA41hMsgPh,428640,Die Schönheit der Chance - Live
0.745,0.967,-3.252,0.0518,0.00874,2.42e-06,0.109,0.647,137.994,0vH1SZFCgjJHNy61YKi7Go,188613,1000 und 1 Nacht
0.851,0.551,-5.177,0.0396,0.151,0,0.0827,0.807,131.922,5ZAZaeIudz3HLn75FKYFU2,219467,I'm Gonna Be (500 Miles)
0.334,0.861,-7.02,0.0696,0.0163,7.11e-05,0.719,0.523,94.601,3c9Bwg7PFdFGRqrP8HbIO2,175173,Katy Grayson Perry - Live
0.598,0.97,-3.55,0.0646,0.00312,1.5e-06,0.361,0.673,108.905,5PzwmepgRfHSnCdxE9cM1T,242747,100 Tage bis zum Untergang
0.715,0.911,-3.282,0.0443,0.107,0,0.218,0.923,130.074,3loz9WkM70U4UyAXvPVnm4,175070,1000 und 1 Nacht (Tausendmal berührt)
0.781,0.857,-6.482,0.0656,0.181,1.96e-05,0.158,0.861,109.974,7oT7G1weRhFD2qPaAJwAPW,180880,100% Emotional (Radio Edit)
0.341,0.498,-7.982,0.0459,0.613,0.0419,0.125,0.308,106.601,2TfXzi331odnElWjma0mgz,612280,Tritt ein in den Dom
0.495,0.845,-5.219,0.0426,0.00142,0.289,0.109,0.117,107.982,1PxcG271q3FV2ao4PBalTN,348413,Eingang / 5.000 Meilen
0.664,0.47,-7.605,0.0314,0.0134,0.819,0.0806,0.763,119.48,5mTMoMg1YpiVl45COSlvdv,83000,A-Team
0.523,0.78,-6.252,0.0297,0.0226,5.81e-05,0.154,0.348,118.369,0YQaWHrHoWUbma2poUsBPU,293893,Schlüsselkind
0.66,0.329,-10.649,0.0403,0.825,0,0.0973,0.489,129.934,2lHVqsArz0YSWr4zho4J6X,99225,1000 Liebeslieder (Tabularasa) - Radio Mix
