,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id,names
243,0.693,0.924,-3.706,0.0392,0.0034,4.77e-05,0.0926,0.714,118.984,294467,1,4x3XzqDLZbRF7Ap6MIaJ9a,Bad Romance
244,0.607,0.882,-4.279,0.28,0.0465,0.0,0.123,0.163,117.792,161733,5,0I27tCo8rexgdYnhkSaL7k,If My Friends Could See Me Now
245,0.661,0.937,-3.83,0.0744,0.000967,1.58e-05,0.355,0.535,130.999,249067,2,020f8UH9oMEniiQHJBwe3j,Judas
246,0.825,0.832,-5.862,0.0403,0.00587,0.000733,0.114,0.713,122.021,220627,2,6DvgsZ0NiEPV9qYM931T1F,Telephone
247,0.549,0.414,-8.453,0.0273,0.146,0.0,0.0998,0.404,149.746,196907,0,2kecdnlyueotEMC8rdNlf6,Joanne
248,0.832,0.88,-8.024,0.0453,0.434,2.31e-06,0.212,0.975,134.95,234057,2,24hWI7qzj3EdIeVCEk5dXW,Always Remember Us This Way
249,0.647,0.633,-3.835,0.0395,0.129,0.0,0.185,0.459,102.959,164167,5,6DqmPvzGa002Qa2NQ14hCV,Close To You
250,0.345,0.641,-5.627,0.0503,0.136,8.4e-06,0.108,0.159,77.282,264240,2,1PAgmT6YqGhd6zT9kN9gIo,Hero
251,0.628,0.69,-5.83,0.0511,0.443,0.0,0.113,0.66,179.908,205907,0,7qCAVkHWZkF44OzOUKf8Cr,El Perdón (with Enrique Iglesias)
252,0.688,0.822,-3.304,0.0537,0.0642,0.0,0.241,0.66,91.011,207680,0,7nKBxz47S9SD79N086fuhn,SUBEME LA RADIO
253,0.718,0.792,-3.519,0.105,0.0467,3.65e-06,0.0399,0.96,90.949,243387,2,5M830cD7MNeiiwIGHzH9TV,Bailando - Spanish Version
254,0.716,0.908,-3.254,0.103,0.0858,0.0,0.135,0.869,91.03,199693,0,6YZdkObH88npeKrrkb8Ggf,DUELE EL CORAZON (feat. Wisin)
255,0.648,0.89,-3.982,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,232213,2,3nMb7ToWIxYvmaIG20z6ux,Tonight (I'm Fuckin' You)
256,0.755,0.765,-4.328,0.0486,0.0503,0.0,0.0326,0.691,114.993,218053,2,4MloswMM3eu7dHZ7MOzW3i,Do You Know? (The Ping Pong Song)
257,0.72,0.909,-3.258,0.0952,0.0904,0.0,0.137,0.877,91.022,199693,0,5adqS3stLaSPAEOszOnpXG,DUELE EL CORAZON
258,0.627,0.888,-4.523,0.0388,0.0528,0.00237,0.136,0.591,99.905,214067,2,2bbeNsFmjZqdoDhjLsKNWe,Bailamos
259,0.648,0.942,-2.881,0.0878,0.021,0.0,0.0594,0.73,129.007,231373,2,7HacCTm33hZYYN8DXpCYuG,I Like It
260,0.815,0.633,-6.926,0.0353,0.114,0.00379,0.0923,0.428,115.011,235187,2,1boXlVWALXZuKRlClpuA43,Ring My Bells
261,0.689,0.808,-3.28,0.0572,0.0721,0.0,0.241,0.674,91.012,207680,0,0mnAmQX1pciMncT2qFCNmK,SUBEME LA RADIO
262,0.739,0.75,-4.778,0.0339,0.0137,9.62e-06,0.158,0.431,124.958,230427,2,0aPhnPWgYWk9XGezDHCLF3,Takin' Back My Love
263,0.629,0.885,-4.508,0.0384,0.0532,0.00252,0.105,0.567,99.881,212693,0,1ySwd43oWXbrytN2BD0Mhb,"Bailamos - From ""Wild Wild West"""
264,0.628,0.971,-2.713,0.16,0.13,0.0,0.0937,0.443,101.999,209773,0,4XifD1V0kWoG4WwsXTwS3y,Rhythm Divine
265,0.655,0.797,-4.787,0.153,0.198,0.0,0.067,0.839,177.928,229360,2,6habFhsOp2NvshLv26DqMb,Despacito
266,0.82,0.813,-3.646,0.0268,0.0106,4.84e-05,0.0893,0.893,126.026,200587,0,4PHX6bpHDxiR9RGzAKWcyk,Cuando Me Enamoro
267,0.651,0.939,-3.606,0.0774,0.00604,0.0,0.139,0.733,133.05,214453,2,2WOg6FT27iLtN8wetk69nP,Dirty Dancer
268,0.823,0.882,-3.513,0.0556,0.688,1.7e-06,0.107,0.963,128.044,172096,0,0Me3GyNuLOa1YTIxhJPyCn,ASI ES LA VIDA
269,0.457,0.892,-5.926,0.0986,0.00338,4.46e-06,0.141,0.508,93.664,235293,2,01qCxvpyyIm0a0RG3uYxEm,Could I Have This Kiss Forever
270,0.776,0.844,-5.305,0.0297,0.0277,0.000259,0.135,0.869,125.97,208627,0,4anDsZBavxjw3Ktw6ICGYd,Escape
271,0.717,0.851,-3.507,0.0957,0.0791,0.0,0.0652,0.955,90.971,243213,2,3VMSMjB4Yx79FDDrmYCk3N,Bailando - English Version
272,0.733,0.897,-3.652,0.0389,0.0391,0.0,0.117,0.649,96.006,173800,0,0mlAOSILGRys2IbvyOT5VJ,Échame La Culpa
273,0.651,0.884,-3.986,0.0533,0.0242,5.36e-06,0.202,0.285,125.941,231293,2,79R98MwYRcQZdAzjjzUbiX,Tonight (I'm Lovin' You)
274,0.823,0.882,-3.516,0.0561,0.685,1.65e-06,0.108,0.962,128.041,172096,0,33ggWc1Nai6fcNb2qM4lJ7,ASI ES LA VIDA
275,0.753,0.759,-4.829,0.0487,0.0523,0.0,0.0263,0.706,114.999,219533,2,5Utz5NBlQnUTpiy56fUHfh,Do You Know? (The Ping Pong Song)
276,0.567,0.888,-3.201,0.0993,0.0228,0.0,0.279,0.41,129.962,256227,2,6GREIx79VAYuT0DYDGTIJh,Heartbeat
277,0.642,0.47,-5.899,0.0431,0.722,0.0,0.116,0.297,137.794,191480,0,2ideAIR3icFw8xYJnzSvMP,El Perdedor
278,0.683,0.866,-5.436,0.0329,0.0395,0.00161,0.0483,0.542,121.996,219360,2,2N4viTG9njqCa4c46YyWs1,Be With You
279,0.753,0.852,-3.341,0.0278,0.377,0.0,0.11,0.9,132.984,213133,2,5TDakCWQMtVYURFbs9XIRv,Loco
280,0.847,0.681,-7.483,0.0812,0.316,7.18e-05,0.151,0.868,126.008,179271,0,7umNc6U2AVcL0RwQIi7xZG,Espacio en Tu Corazón - Remix
281,0.705,0.718,-5.912,0.0254,0.0582,9.82e-05,0.296,0.617,120.016,241440,2,3yUvfB6cV1f4G3zo3f8qq7,Tired Of Being Sorry
282,0.69,0.702,-6.103,0.0901,0.247,0.0,0.262,0.611,92.996,207720,0,1TPUbLdzpfgF7wrPEXIAAB,"Don't You Need Somebody (feat. Enrique Iglesias, R. City, Serayah & Shaggy)"
283,0.673,0.762,-6.312,0.043,0.304,0.0,0.056,0.524,90.976,322395,1,2EHu09nPab1dk0jySbkjEr,Bailando - Matoma Remix
284,0.425,0.954,-3.756,0.0476,0.00414,0.0,0.0555,0.933,178.043,243160,2,0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca
285,0.73,0.718,-5.805,0.0361,0.00409,8.66e-06,0.171,0.382,124.957,230413,2,0JygGa90OHn2zg8b2lwmTK,Takin' Back My Love - Original Version
286,0.71,0.893,-3.053,0.0383,0.24,0.0,0.0986,0.625,90.01,214520,2,3fvb9N0z7RK4Bjznxidly4,EL BAÑO
287,0.674,0.875,-4.087,0.107,0.0718,0.0,0.13,0.811,90.994,200956,0,5T8gItTwZ8MxsQHHTEOSGu,DUELE EL CORAZON (English Version) (feat. Tinashe & Javada)
288,0.71,0.888,-3.036,0.0382,0.259,0.0,0.0969,0.626,90.009,214520,2,2vvdTrdryjsl8DmPIMDWZU,EL BAÑO
289,0.659,0.802,-4.79,0.148,0.208,0.0,0.123,0.863,177.936,228200,2,7CUYHcu0RnbOnMz4RuN07w,Despacito (Featuring Daddy Yankee)
290,0.65,0.944,-2.887,0.0884,0.0188,0.0,0.0625,0.727,129.008,231107,2,0ADbb7ueYb8DAuYogMVzkh,I Like It
291,0.741,0.773,-3.914,0.112,0.0517,0.0,0.041,0.961,91.014,243666,2,2r8wxDebKM8uuDsLUklMEx,Bailando - Spanish Version
292,0.745,0.904,-2.045,0.047,0.256,1.02e-06,0.0843,0.731,93.977,181573,0,4JgSGk8yY0hQE9aENUSqVm,ME PASE (feat. Farruko)
293,0.842,0.631,-3.699,0.0438,0.00963,0.0,0.0798,0.575,117.013,222627,2,5LeGRlEBxdkIaU2hlCCIA2,Can You Hear Me
294,0.591,0.883,-3.86,0.0981,0.00912,0.0,0.171,0.716,127.995,219893,2,1X8HXwt2jTxZt3EgTPs93N,I Like How It Feels
295,0.864,0.846,-3.243,0.134,0.144,0.0,0.157,0.898,106.974,176606,0,5IL8eu4W9JD38Jtr5YcPAL,Fría
296,0.743,0.796,-5.868,0.0342,0.134,0.00208,0.0963,0.679,122.992,245093,2,0K6xYxWoH92QElvwN8kQjO,Love To See You Cry
297,0.773,0.838,-4.126,0.0372,0.0133,4.01e-05,0.0758,0.193,103.145,226733,2,2wdX7seKD9pK35aZF3kMbY,Don't Turn Off The Lights
298,0.738,0.857,-4.127,0.0515,0.0186,1.85e-06,0.0848,0.845,99.958,168680,5,1BuTNbYxxFYezD1tT8AJR9,MOVE TO MIAMI
299,0.735,0.916,-2.082,0.117,0.397,2.91e-06,0.0918,0.691,167.994,221429,2,2hDe0Ls5mVqs1XJqv7sbcM,Fútbol & Rumba (feat. Enrique Iglesias)
300,0.908,0.63,-9.421,0.591,0.119,1.06e-05,0.109,0.728,139.981,123750,5,7tLX7QREwBrxHdV6gEcZYs,Topfit
301,0.715,0.567,-4.481,0.0865,0.06,0.0,0.0655,0.332,160.098,223174,2,0lodMO0qK83vfPiiD7FMEt,TOPIA TWINS (feat. Rob49 & 21 Savage)
302,0.704,0.787,-6.751,0.0462,0.00926,0.00538,0.159,0.31,119.996,214000,2,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm)
303,0.738,0.743,-4.046,0.213,0.291,0.0,0.118,0.586,90.018,203547,0,0jvZ9caE53ubCQXMki6W23,TOPLINE (Feat. Tiger JK)
304,0.448,0.336,-13.124,0.0322,0.00145,0.838,0.0661,0.0364,107.351,148933,5,1ZkmPku85veww4fF66aUFF,Top Gun Anthem
305,0.403,0.919,-4.462,0.302,0.00129,0.0,0.164,0.241,97.008,240590,2,7g4hIeYVk3h5qQXb9RLeXP,Top 10 staTues tHat CriEd bloOd
306,0.384,0.959,-3.381,0.226,0.00127,0.000232,0.384,0.632,93.796,107836,4,37GEtvrasqDZMpwDeuFsmn,Topmodel-Intro
307,0.932,0.533,-8.144,0.208,0.00855,5.68e-05,0.0888,0.466,120.043,105160,4,3azmMptipPpya1mFr2JBv0,TOP ORDER (JARS)
308,0.423,0.651,-8.741,0.0406,0.00799,0.618,0.31,0.14,107.011,252200,2,00Y9r5SfbDdEjJhNg7laQr,"Top Gun Anthem - From ""Top Gun"" Original Soundtrack"
309,0.896,0.483,-8.86,0.0767,0.0666,0.0,0.217,0.593,112.975,129202,5,2Al0gKP1HZJRgbYJpWyRZO,Topboys
310,0.756,0.233,-22.586,0.465,0.00843,0.0,0.103,0.27,160.053,75819,4,1ydjfdBkqhWswl0eXaEmta,TopBoy
311,0.69,0.429,-10.529,0.0392,0.405,3.79e-06,0.125,0.284,133.024,209311,0,2P9OKiFiDDwHcMkdGVuqcd,Top
312,0.379,0.343,-12.993,0.0385,0.806,0.0,0.0991,0.694,184.301,179173,0,1Ehdm1PDlKrdfyBsjwEvd1,Top Of The World
313,0.632,0.856,-3.463,0.0348,0.0624,0.0,0.347,0.867,119.397,232693,2,3Fzlg5r1IjhLk2qRw667od,Dancing in the Moonlight
314,0.865,0.565,-6.983,0.31,0.101,1.66e-05,0.101,0.885,100.97,173639,0,4IBoZloHkTEug8fKqmLBa4,Top
315,0.63,0.924,-5.589,0.145,0.0841,3.56e-06,0.084,0.763,100.045,192280,0,213x4gsFDm04hSqIUkg88w,On Top Of The World
316,0.776,0.762,-4.356,0.216,0.193,0.0,0.18,0.678,120.039,236000,2,55Q46o5adtSobImSKrrlqW,Top
317,0.786,0.748,-5.27,0.0746,0.204,0.0,0.037,0.866,128.025,133125,5,6tN88ttXRw1DvV3cZ2NXic,Top
318,0.69,0.695,-4.443,0.271,0.0401,0.0,0.245,0.489,97.112,160137,5,3FDIzHl5F5DDp2c0dKWbhZ,"The Top - from the Netflix Film ""UGLIES"""
319,0.693,0.555,-8.409,0.0353,0.258,0.0,0.358,0.239,123.987,136000,5,6OlzpVWulPjvN0eL0YIKxl,Top
320,0.693,0.725,-5.961,0.235,0.0675,9.71e-05,0.129,0.312,125.213,165227,5,3LygxCYfqEdly1KgntKdTJ,TOPBOY
321,0.69,0.429,-10.529,0.0392,0.405,3.79e-06,0.125,0.284,133.024,209311,0,6AMvkm7NKeT3JlRHgs17Bi,Top
322,0.823,0.504,-8.65,0.16,0.206,0.0,0.417,0.481,112.985,169907,5,4YhJ3a6kBPGJWX4Ek77sDd,TOP FLOOR (feat. Travis Scott)
323,0.775,0.759,-8.305,0.115,0.0144,0.0,0.109,0.376,121.874,145605,5,3wqoCPK5S7NpUavgvqo4HL,Top
324,0.972,0.407,-11.008,0.0889,0.729,0.00105,0.1,0.261,124.934,158170,5,6BSlXUKU9eTdz5e2uqADsa,Top Auf
325,0.712,0.652,-6.63,0.241,0.337,6.72e-05,0.128,0.39,83.529,185568,0,1eRapk3WvyFflbOEXdONfD,Top
326,0.906,0.395,-11.277,0.206,0.0103,0.000195,0.117,0.376,146.056,197420,0,0HCnj7pfrvshnocOJUFeit,Top Off
327,0.779,0.706,-5.782,0.0558,0.0908,0.0,0.0711,0.505,119.927,182125,0,66dQiusLbkpf2pGD8jMFU6,Top
328,0.584,0.66,-6.294,0.0486,0.00811,0.00304,0.077,0.246,146.983,138776,5,0Vu1Q1op2URimTTN9h3Eam,Topless in Miami - Lost Tapes 2016
329,0.699,0.559,-7.383,0.0802,0.333,0.00237,0.338,0.53,132.052,177212,0,1EwgYn1MQ4rwe7syWI8pjK,Top
330,0.669,0.784,-5.603,0.112,0.194,6.28e-06,0.115,0.517,125.993,150053,5,5YaskwnGDZFDRipaqzbwQx,Your Love (9PM)
331,0.685,0.735,-6.78,0.0956,0.184,0.0,0.129,0.496,128.046,228440,2,0eNKqGyVvCqZPOMbk6BmbE,Top
332,0.708,0.709,-5.881,0.0641,0.157,1.9e-06,0.142,0.511,128.034,147987,5,1YWr18dWRmuvPgAsPBsOow,Forget You
333,0.786,0.748,-5.27,0.0746,0.204,0.0,0.037,0.866,128.025,133125,5,0P3WUOj0RAyMhUmxGxzCUq,Top
334,0.667,0.727,-5.845,0.254,0.0695,0.000138,0.141,0.317,125.227,165227,5,6EPubuOrcghWacSosLTGcn,TOPBOY
335,0.77,0.547,-12.731,0.283,0.398,0.0,0.0997,0.38,148.861,146577,5,6j3OJI6GN2VDiXYh1nNC7l,Top
336,0.571,0.717,-5.121,0.238,0.0936,0.0,0.326,0.421,129.646,148062,5,4XuUNuWZmuNS3fAXHz4u9v,Topscout
337,0.765,0.754,-5.304,0.166,0.0897,0.0,0.0942,0.494,174.036,216897,2,4EHHhv5FZJ1Ra4LSf4KCia,Top
338,0.937,0.542,-8.15,0.181,0.00873,1.87e-05,0.0889,0.489,120.021,105160,4,0pHeXV50koNUj3QfeMfU9j,TOP ORDER (JARS)
339,0.924,0.399,-8.243,0.276,0.583,0.0,0.154,0.267,130.028,140382,5,2aFS7C1aaOFv9ZK0VmWHUe,Top
340,0.282,0.22,-15.324,0.0336,0.923,0.0,0.509,0.178,174.275,236905,2,3FoxsQsG5Z9bMuqdF5szJO,Toprak Yağmura - Akustik
341,0.872,0.725,-6.103,0.106,0.328,0.0,0.0913,0.529,121.994,228780,2,2IWRgV8bTPaKKdjARvoXf1,Top
342,0.674,0.729,-7.543,0.0673,0.0128,1.14e-05,0.464,0.473,125.966,164000,5,6ZorLNYsF1KjjV9M2OSxAF,Out My Head
343,0.699,0.589,-6.487,0.159,0.252,0.0,0.292,0.306,131.941,165455,5,6MuzfMTEMItnHbwdQSeXes,Top
344,0.521,0.952,-5.032,0.0793,0.0021,0.0,0.0745,0.375,126.157,162133,5,6t9elIqznq7PdhEQapD9Xh,Top
345,0.623,0.727,-5.57,0.0562,0.184,2.02e-05,0.309,0.4,125.975,165800,5,3kcKlOkQQEPVwxwljbGJ5p,Kernkraft 400 (A Better Day)
346,0.714,0.691,-5.679,0.38,0.618,0.0,0.137,0.621,87.474,114606,4,73sQibm6suZ9PJdR6ZVHyQ,Top
347,0.445,0.911,-5.62,0.198,0.00494,1.87e-05,0.0892,0.206,150.237,211400,0,2HJBsWX5LQK8Y95JzPJ4zp,Tattoo - Topic Remix
348,0.517,0.947,-5.076,0.0712,0.00271,0.0,0.0749,0.401,126.198,162133,5,58QWceo4iT5BFycK4DojHy,Top
349,0.696,0.452,-10.294,0.0392,0.709,3.13e-05,0.153,0.371,129.909,195692,0,7tQzRtcodzeVr6n0DdVHCe,Toparlanmam Lazım
350,0.647,0.925,-3.844,0.0838,0.0842,0.0,0.796,0.637,128.05,224667,2,7G4Fsd9ydorTDoC999KjiJ,1000 und 1 Nacht (Zoom!) - Live
351,0.595,0.735,-6.78,0.0405,0.0689,0.0,0.124,0.461,122.032,201326,0,6kk207Bw7zk0BvMnQsd23z,1000 Sterne - Radio Edit
352,0.644,0.515,-11.11,0.284,0.77,6.53e-06,0.111,0.51,159.984,139039,5,12AWxx8MXy0BZwdNuJ9UgX,1000 Songs
353,0.695,0.54,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,168602,5,0NfgO5cZIf8CUzm8MWKUlR,abcdefu
354,0.758,0.737,-7.827,0.0804,0.117,3.49e-06,0.192,0.966,158.922,242001,2,4cSe6yVORLyjUIO73ziV1o,Hey Ya!
355,0.722,0.906,-4.326,0.0411,0.15,0.000281,0.0884,0.595,127.998,228667,2,6zwGLW8IFClwIj7lyWkso4,1000 Lichter - Fox Mix
356,0.535,0.683,-9.808,0.184,0.0875,3.05e-06,0.496,0.719,119.219,442520,3,0O6J1usThPAhVN9n6raHjU,& Jay-Z singt uns ein Lied - Live
357,0.614,0.667,-4.743,0.0421,0.407,0.0698,0.0625,0.854,101.809,46000,4,4zpllL4owrU5QhYpNOqU5P,Dalli Dalli
358,0.751,0.591,-8.168,0.0672,0.0305,2.82e-05,0.165,0.365,149.995,131200,5,6irnxBQWGP3GQ3UqZTMtda,1000 und 1 Nacht
359,0.556,0.402,-11.258,0.0282,0.854,0.382,0.135,0.428,102.517,187387,0,5ruqfe8lCfcgpeSG2PSrfh,Spar deinen Wein nicht auf für morgen
360,0.411,0.767,-8.058,0.0697,0.00987,0.0,0.967,0.353,113.776,269453,1,5j1cjOSodR4463dDxd8vw8,Vom Delta bis zur Quelle - Live
361,0.655,0.847,-5.366,0.0457,0.133,0.000156,0.165,0.862,130.027,145133,5,2Wmq1Z3uHbVKQKK6P9Jr3Q,10.000 Miles Away
362,0.624,0.817,-5.647,0.127,0.00317,0.00071,0.312,0.762,93.351,202147,0,66izwOLZtm5SZEbB5iQbjC,Rock'n Roll im Stadtpark
363,0.72,0.768,-7.523,0.0442,0.179,0.0,0.15,0.84,124.681,198267,0,4jDfN1uyJvPFpuz3FJoaRR,1000 und 1 Nacht (Zoom!)
364,0.368,0.669,-9.381,0.197,0.37,1.6e-06,0.96,0.422,138.602,428640,3,2DRguxGEWZeoKA41hMsgPh,Die Schönheit der Chance - Live
365,0.745,0.967,-3.252,0.0518,0.00874,2.42e-06,0.109,0.647,137.994,188613,0,0vH1SZFCgjJHNy61YKi7Go,1000 und 1 Nacht
366,0.851,0.551,-5.177,0.0396,0.151,0.0,0.0827,0.807,131.922,219467,2,5ZAZaeIudz3HLn75FKYFU2,I'm Gonna Be (500 Miles)
367,0.334,0.861,-7.02,0.0696,0.0163,7.11e-05,0.719,0.523,94.601,175173,0,3c9Bwg7PFdFGRqrP8HbIO2,Katy Grayson Perry - Live
368,0.598,0.97,-3.55,0.0646,0.00312,1.5e-06,0.361,0.673,108.905,242747,2,5PzwmepgRfHSnCdxE9cM1T,100 Tage bis zum Untergang
369,0.715,0.911,-3.282,0.0443,0.107,0.0,0.218,0.923,130.074,175070,0,3loz9WkM70U4UyAXvPVnm4,1000 und 1 Nacht (Tausendmal berührt)
370,0.781,0.857,-6.482,0.0656,0.181,1.96e-05,0.158,0.861,109.974,180880,0,7oT7G1weRhFD2qPaAJwAPW,100% Emotional (Radio Edit)
371,0.341,0.498,-7.982,0.0459,0.613,0.0419,0.125,0.308,106.601,612280,3,2TfXzi331odnElWjma0mgz,Tritt ein in den Dom
372,0.495,0.845,-5.219,0.0426,0.00142,0.289,0.109,0.117,107.982,348413,1,1PxcG271q3FV2ao4PBalTN,Eingang / 5.000 Meilen
373,0.664,0.47,-7.605,0.0314,0.0134,0.819,0.0806,0.763,119.48,83000,4,5mTMoMg1YpiVl45COSlvdv,A-Team
374,0.523,0.78,-6.252,0.0297,0.0226,5.81e-05,0.154,0.348,118.369,293893,1,0YQaWHrHoWUbma2poUsBPU,Schlüsselkind
375,0.66,0.329,-10.649,0.0403,0.825,0.0,0.0973,0.489,129.934,99225,4,2lHVqsArz0YSWr4zho4J6X,1000 Liebeslieder (Tabularasa) - Radio Mix
376,0.779,0.854,-5.364,0.0421,0.066,0.0,0.11,0.899,123.984,194200,0,6tMZeoE5tmQTiU56dMi94Y,1.000 Meilen weit
377,0.66,0.461,-11.4,0.0332,0.0672,5.45e-05,0.0783,0.399,90.461,113275,4,3iw1JR1FrFOIxfLFLokJWd,1000 Lieder
378,0.598,0.448,-6.312,0.0232,0.162,0.0,0.106,0.168,95.009,263400,2,1sYXKA5vprERFBg2fLmQBs,Perfect
379,0.741,0.75,-5.954,0.0315,0.159,1.49e-05,0.117,0.887,124.055,216533,2,2J3JS2mHGc0mmfHmMPSUgK,1000 und 1 Nacht (Zoom)
380,0.455,0.67,-9.237,0.0617,0.076,0.0,0.986,0.521,142.146,301133,1,7cBglI3zCDS0wBPFedWCfW,Römer am Ende Roms - Live
381,0.436,0.777,-9.738,0.0424,0.012,0.016,0.829,0.726,151.568,165627,5,4moMq8B4aaj15vnN8ZNNIv,Korn & Sprite - Live
382,0.526,0.327,-9.725,0.03,0.235,0.0002,0.244,0.188,79.974,303160,1,2VrbFt2iyQFC7cccYWjYgf,1000 Tage
383,0.884,0.24,-9.916,0.0587,0.63,0.0,0.14,0.644,123.177,172001,0,0LFXmMtJCzgNozXmU7qasr,Banana Boat Song
384,0.712,0.259,-10.109,0.0573,0.144,0.00136,0.0638,0.198,81.987,134547,5,5wMaWLUV9vvySj33u5tgL7,Rolling in the Deep
385,0.317,0.913,-7.511,0.149,0.211,0.029,0.94,0.303,96.426,221187,2,5LE1QigyAmwroexZ7iB2hp,Avicii - Live
386,0.603,0.185,-11.844,0.0362,0.809,0.0078,0.119,0.217,126.941,352427,1,77llmqgXBS3xPQyUZ6KoPu,Bohemian Rhapsody
387,0.474,0.862,-7.578,0.0511,0.197,0.00141,0.223,0.718,188.706,228364,2,7qdYR6lQUzL1VKVW1Kl8dX,I'm so Excited
388,0.348,0.709,-3.606,0.0343,0.0668,0.0,0.351,0.553,175.224,216787,2,24bwzu9THQc3CVUSa31bOr,100.000 Lieder
389,0.892,0.656,-5.585,0.0409,0.0124,4.09e-06,0.0488,0.93,117.004,243033,2,1O4gRlaprDQFz6Oc3s92w4,Sexyback
390,0.584,0.582,-8.683,0.0346,0.0212,0.337,0.151,0.763,107.685,57000,4,0ShDxHlcwquXAQ2SRmnBhi,"Thema aus ""ZDF Hitparade"""
391,0.83,0.668,-5.171,0.0541,0.435,0.0,0.0875,0.521,124.967,219067,2,6Vy2Hxn8XErS6y8Qh3n0KC,1000 und 1 Nacht (Zoom) - Newly Recorded 2015
392,0.414,0.418,-11.273,0.0294,0.0411,0.0,0.668,0.428,108.441,162450,5,1rafpMpn8Sit9EbqwhMYy1,California Dreamin'
393,0.696,0.788,-8.747,0.205,0.0996,0.0,0.0942,0.698,134.959,161778,5,0fS4NOe5U0M6jYqS1I64r7,1000 Sterne
394,0.515,0.815,-8.334,0.0493,0.0147,0.000106,0.0395,0.965,164.728,140614,5,5GvofJ14ERSAksJuOHNCQF,Let's Twist Again
395,0.758,0.712,-6.569,0.0558,0.778,0.149,0.109,0.452,126.025,242747,2,3a0xqenkIB1JDejPTpILLi,1000 Sprachen
396,0.419,0.554,-13.329,0.184,0.629,0.13,0.85,0.16,121.422,493333,3,3Oje1KEdb1p9dk1O3K63UX,Top Hits
397,0.306,0.474,-8.035,0.0308,0.532,0.507,0.124,0.506,173.182,142048,5,0toCDPNLkFretg14AAw3mv,Lindenstrasse
398,0.515,0.815,-8.334,0.0493,0.0147,0.000106,0.0395,0.965,164.728,140614,5,4xBr6Uuuyi8GS31MgXN4ve,Let's Twist Again
399,0.692,0.865,-7.86,0.0506,0.0345,0.0,0.0984,0.828,117.217,178200,0,183rKe4EplkE5iA5gu3fJN,100.000 Tonnen
400,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,0,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey
401,0.706,0.975,-5.58,0.0651,0.0505,0.247,0.109,0.319,154.993,147895,5,5Y8mnPgyb9hOJxY1M0OJdx,"Dance For Me (1, 2, 3) - Stutter Techno"
402,0.55,0.903,-4.027,0.0928,0.00183,0.0,0.359,0.506,150.142,241000,2,28qkNp9shSV8AQrBwxZf48,Dance with Somebody - Radio Version
403,0.671,0.845,-4.93,0.048,0.0207,0.0,0.329,0.775,110.056,176579,0,1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album
404,0.636,0.871,-5.797,0.47,0.446,0.0,0.473,0.23,87.45,579293,3,4LCzEYKPFcd2FCOmZdVDnM,Dance With The Devil
405,0.554,0.841,-5.353,0.101,0.00465,1.15e-05,0.258,0.533,150.253,317867,1,0t8h41n20K1BkByBDqWAoN,Dance with Somebody
406,0.824,0.587,-6.401,0.0937,0.69,0.000105,0.149,0.514,98.029,209438,0,2N8m6CYs74qQO4mjVcXO30,Dance Monkey
407,0.671,0.845,-4.93,0.048,0.0207,0.0,0.329,0.775,110.056,176579,0,11C4y2Yz1XbHmaQwO06s9f,Dance The Night
408,0.666,0.627,-8.356,0.485,0.174,0.0,0.353,0.493,85.487,192453,0,6b2vkaiDawOcupyDxNNCba,Dancehall Caballeros
409,0.822,0.739,-4.541,0.0311,0.0264,4.28e-05,0.181,0.745,118.99,241933,2,1dzQoRqT5ucxXVaAhTcT0J,Just Dance
410,0.822,0.746,-4.963,0.0665,0.316,0.0542,0.143,0.298,128.06,236250,2,6iZNerKaMbtDYsy9n6cKId,Dance Dance Dance With My Hands Hands Hands (Bloody Mary)
411,0.621,0.961,-3.198,0.154,0.00523,0.0,0.0854,0.449,114.451,180267,0,0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance"
412,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,0,1zi7xx7UVEFkmKfv06H8x0,One Dance
413,0.709,0.824,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,1,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me)
414,0.884,0.581,-8.813,0.0378,0.427,0.000206,0.0759,0.728,114.016,313684,1,34xGLuxM0rkxhCVyMSqwJO,Stolen Dance
415,0.599,0.802,-5.741,0.0439,0.0421,0.0,0.0849,0.461,149.851,168000,5,0ITF27Ng5lLPyTJlQQGpo2,Dance mit de Gänse
416,0.845,0.797,-4.984,0.139,0.0582,5.57e-06,0.167,0.422,121.985,151475,5,7fZBQnc0zXwVybgCIrQQil,Belly Dancer
417,0.698,0.24,-13.94,0.285,0.404,0.0989,0.125,0.119,77.443,126409,5,0XxXIiZP0rJBS8S841UVdu,dance with me
